threshold,auc,tp,fp,tn,fn,accuracy,precision,recall,fpr
0.718,0.642013267311192,25739.0,5545.0,25138.0,29644.0,0.5911,0.8228,0.4647,0.1807
0.719,0.6418684140792554,25667.0,5514.0,25169.0,29716.0,0.5907,0.8232,0.4634,0.1797
0.72,0.6415881402308843,25580.0,5483.0,25200.0,29803.0,0.59,0.8235,0.4619,0.1787
0.721,0.6412406973212924,25500.0,5460.0,25223.0,29883.0,0.5894,0.8236,0.4604,0.1779
0.722,0.6409280581088943,25404.0,5426.0,25257.0,29979.0,0.5886,0.824,0.4587,0.1768
0.723,0.6407162617889327,25330.0,5398.0,25285.0,30053.0,0.5881,0.8243,0.4574,0.1759
0.724,0.6402822852687399,25235.0,5372.0,25311.0,30148.0,0.5873,0.8245,0.4556,0.1751
0.725,0.6399009425547365,25135.0,5340.0,25343.0,30248.0,0.5865,0.8248,0.4538,0.174
0.726,0.6397184427180331,25048.0,5303.0,25380.0,30335.0,0.5859,0.8253,0.4523,0.1728
0.727,0.6396949267938913,24975.0,5264.0,25419.0,30408.0,0.5855,0.8259,0.451,0.1716
0.728,0.6394472442827426,24888.0,5231.0,25452.0,30495.0,0.5849,0.8263,0.4494,0.1705
0.729,0.6391310842431845,24788.0,5195.0,25488.0,30595.0,0.5842,0.8267,0.4476,0.1693
0.73,0.6388908953327472,24691.0,5156.0,25527.0,30692.0,0.5835,0.8273,0.4458,0.168
0.731,0.6385910309618004,24591.0,5119.0,25564.0,30792.0,0.5828,0.8277,0.444,0.1668
0.732,0.6385516713154384,24500.0,5071.0,25612.0,30883.0,0.5823,0.8285,0.4424,0.1653
0.733,0.6381232020091814,24402.0,5043.0,25640.0,30981.0,0.5814,0.8287,0.4406,0.1644
0.734,0.6378918151666441,24315.0,5009.0,25674.0,31068.0,0.5808,0.8292,0.439,0.1633
0.735,0.6375175141069608,24223.0,4981.0,25702.0,31160.0,0.5801,0.8294,0.4374,0.1623
0.736,0.637105340469315,24125.0,4952.0,25731.0,31258.0,0.5793,0.8297,0.4356,0.1614
0.737,0.6366896460045092,24023.0,4921.0,25762.0,31360.0,0.5785,0.83,0.4338,0.1604
0.738,0.6361926991698426,23912.0,4890.0,25793.0,31471.0,0.5775,0.8302,0.4318,0.1594
0.739,0.6357375976866898,23793.0,4852.0,25831.0,31590.0,0.5766,0.8306,0.4296,0.1581
0.74,0.6355121700044792,23685.0,4806.0,25877.0,31698.0,0.5759,0.8313,0.4277,0.1566
0.741,0.6353336429413272,23584.0,4761.0,25922.0,31799.0,0.5752,0.832,0.4258,0.1552
0.742,0.6349384428918795,23459.0,4716.0,25967.0,31924.0,0.5743,0.8326,0.4236,0.1537
0.743,0.6345824238875832,23360.0,4683.0,26000.0,32023.0,0.5735,0.833,0.4218,0.1526
0.744,0.6342211236425469,23255.0,4647.0,26036.0,32128.0,0.5727,0.8335,0.4199,0.1515
0.745,0.6341368497639024,23150.0,4594.0,26089.0,32233.0,0.5721,0.8344,0.418,0.1497
0.746,0.63360270827086,23006.0,4547.0,26136.0,32377.0,0.571,0.835,0.4154,0.1482
0.747,0.6333625193604228,22909.0,4508.0,26175.0,32474.0,0.5703,0.8356,0.4136,0.1469
0.748,0.6329593737638727,22812.0,4479.0,26204.0,32571.0,0.5695,0.8359,0.4119,0.146
0.749,0.6325491865130023,22707.0,4446.0,26237.0,32676.0,0.5687,0.8363,0.41,0.1449
0.75,0.632159041731099,22597.0,4409.0,26274.0,32786.0,0.5678,0.8367,0.408,0.1437
0.751,0.6317761645767116,22486.0,4371.0,26312.0,32897.0,0.567,0.8372,0.406,0.1425
0.752,0.6315181455572785,22378.0,4327.0,26356.0,33005.0,0.5662,0.838,0.4041,0.141
